20506,5120,0,974,283403107,283403.592,0
20410,5096,0,990,283403109,283403.5988,0
20468,5130,0,990,283403114,283403.6001,0
20365,5108,0,1005,283403117,283403.6069,0
20424,5142,0,1005,283403122,283403.6079,0
20318,5116,0,1015,283403124,283403.6142,0
20377,5149,0,1015,283403129,283403.6152,0
20266,5126,0,1023,283403132,283403.623,0
20325,5159,0,1023,283403137,283403.6242,0
20209,5135,0,1023,283403139,283403.6266,0
20268,5168,0,1023,283403144,283403.6279,0
20201,5180,0,1023,283403152,283403.6349,0
20129,5192,0,1023,283403159,283403.6426,0
19989,5173,0,1023,283403162,283403.6506,0
20048,5205,0,1023,283403167,283403.6516,0
19960,5219,0,1023,283403175,283403.6592,0
19803,5205,0,1023,283403177,283403.6671,0
19862,5237,0,1023,283403182,283403.6684,0
19751,5255,0,1023,283403190,283403.6744,0
19571,5244,0,1023,283403192,283403.6827,0
19630,5275,0,1023,283403197,283403.684,0
19442,5263,0,1023,283403199,283403.6863,0
19501,5294,0,1023,283403205,283403.6874,0
19359,5314,0,1023,283403212,283403.6947,0
19209,5334,0,1023,283403220,283403.7023,0
19048,5353,0,1023,283403227,283403.7103,0
18814,5343,0,1023,283403229,283403.7184,0
18874,5371,0,1023,283403235,283403.7193,0
18690,5390,0,1023,283403242,283403.7271,0
18495,5407,0,1023,283403250,283403.7352,0
18232,5398,0,1023,283403252,283403.7423,0
18292,5424,0,1023,283403257,283403.7432,0
18077,5440,0,1023,283403265,283403.7463,0
17798,5431,0,1023,283403267,283403.7541,0
17858,5456,0,1023,283403272,283403.7555,0
17570,5448,0,1023,283403275,283403.7623,0
17629,5472,0,1023,283403280,283403.7636,0
17334,5465,0,1023,283403282,283403.7711,0
17393,5488,0,1023,283403287,283403.7721,0
17096,5481,0,1023,283403290,283403.7781,0
17155,5504,0,1023,283403295,283403.7791,0
16849,5499,0,1023,283403297,283403.7872,0
16908,5521,0,1023,283403302,283403.7889,0
16661,5538,0,1023,283403310,283403.7944,0
16347,5538,0,1023,283403312,283403.8025,0
16406,5558,0,1023,283403317,283403.8037,0
16090,5559,0,1023,283403320,283403.8063,0
16149,5578,0,1023,283403325,283403.8075,0
15829,5579,0,1023,283403327,283403.8152,0
15888,5598,0,1023,283403332,283403.8164,0
15622,5618,0,1023,283403340,283403.823,0
15299,5623,0,1023,283403342,283403.8306,0
15357,5640,0,1023,283403347,283403.8316,0
15031,5649,0,1023,283403350,283403.8388,0
15089,5665,0,1023,283403355,283403.8398,0
14764,5676,0,1023,283403357,283403.8468,0
14822,5691,0,1023,283403362,283403.8478,0
14552,5720,0,1023,283403370,283403.8555,0
14287,5751,0,1023,283403377,283403.8627,0
13962,5774,0,1023,283403380,283403.8705,0
14019,5786,0,1023,283403385,283403.8718,0
13699,5816,0,1023,283403387,283403.8742,0
13755,5828,0,1023,283403392,283403.8751,0
13437,5860,0,1023,283403395,283403.8832,0
13493,5871,0,1023,283403400,283403.8842,0
13179,5909,0,1023,283403402,283403.891,0
13235,5919,0,1023,283403408,283403.8923,0
12926,5960,0,1023,283403410,283403.8991,0
12981,5969,0,1023,283403415,283403.9007,0
12728,6023,0,1023,283403423,283403.9064,0
12429,6066,0,1023,283403425,283403.9144,0
12484,6074,0,1023,283403430,283403.9155,0
12183,6121,0,1023,283403432,283403.9231,0
12237,6128,0,1023,283403438,283403.9244,0
11949,6173,0,1023,283403440,283403.9312,0
12003,6179,0,1023,283403445,283403.9324,0
11713,6225,0,1023,283403447,283403.935,0
11766,6231,0,1023,283403453,283403.9361,0
11488,6277,0,1023,283403455,283403.9425,0
11541,6282,0,1023,283403460,283403.9434,0
11265,6327,0,1023,283403462,283403.9511,0
11318,6332,0,1023,283403468,283403.9521,0
11047,6377,0,1023,283403470,283403.9587,0
11099,6381,0,1023,283403475,283403.9597,0
10838,6427,0,1023,283403477,283403.9667,0
10890,6430,0,1023,283403483,283403.9678,0
10679,6482,0,1023,283403490,283403.9747,0
10426,6534,0,1023,283403493,283403.9827,0
10477,6536,0,1023,283403498,283403.9837,0
10229,6589,0,1023,283403500,283403.991,0
10280,6591,0,1023,283403505,283403.9923,0
10033,6645,0,1023,283403508,283403.9948,0
10083,6646,0,1023,283403513,283403.9958,0
9841,6704,0,1023,283403515,283404.0029,0
9891,6705,0,1023,283403520,283404.0042,0
9652,6765,0,1023,283403523,283404.0104,0
9701,6765,0,1023,283403528,283404.0115,0
9465,6828,0,1023,283403530,283404.0185,0
9514,6828,0,1023,283403535,283404.0198,0
9328,6892,0,1023,283403543,283404.0263,0
9147,6960,0,1023,283403550,283404.0347,0
8915,7028,0,1023,283403553,283404.0424,0
8963,7027,0,1023,283403558,283404.0435,0
8733,7098,0,1023,283403560,283404.0505,0
8780,7096,0,1023,283403565,283404.0514,0
8603,7169,0,1023,283403573,283404.0546,0
8377,7245,0,1023,283403575,283404.0631,0
8424,7242,0,1023,283403580,283404.0644,0
8247,7320,0,1023,283403588,283404.0704,0
8074,7401,0,1023,283403595,283404.0792,0
7849,7489,0,1023,283403598,283404.0865,0
7894,7485,0,1023,283403603,283404.0877,0
7719,7575,0,1023,283403610,283404.095,0
7503,7674,0,1023,283403613,283404.1029,0
7548,7670,0,1023,283403618,283404.1038,0
7328,7775,0,1023,283403620,283404.1109,0
7372,7771,0,1023,283403625,283404.1118,0
7160,7882,0,1023,283403628,283404.1149,0
7204,7877,0,1023,283403633,283404.1158,0
6995,7994,0,1023,283403635,283404.1231,0
7038,7989,0,1023,283403641,283404.124,0
6825,8108,0,1023,283403643,283404.1309,0
6868,8103,0,1023,283403648,283404.1319,0
6660,8226,0,1023,283403650,283404.1381,0
6703,8221,0,1023,283403656,283404.1391,0
6545,8341,0,1023,283403663,283404.1464,0
6387,8461,0,1023,283403671,283404.1543,0
6190,8583,0,1023,283403673,283404.1626,0
6232,8578,0,1023,283403678,283404.1636,0
6083,8695,0,1023,283403686,283404.1702,0
5938,8808,0,1023,283403693,283404.1782,0
5796,8920,0,1023,283403701,283404.1822,0
5620,9034,0,1023,283403703,283404.1911,0
5660,9028,0,1023,283403708,283404.1924,0
5531,9133,0,1023,283403716,283404.1989,0
5369,9237,0,1023,283403718,283404.2072,0
5409,9231,0,1023,283403723,283404.2082,0
5295,9328,0,1023,283403731,283404.2144,0
5151,9429,0,1023,283403733,283404.2227,0
5190,9423,0,1023,283403738,283404.2239,0
5051,9519,0,1023,283403741,283404.2302,0
5090,9513,0,1023,283403746,283404.2312,0
4958,9604,0,1023,283403748,283404.2382,0
4997,9598,0,1023,283403753,283404.2392,0
4875,9684,0,1023,283403756,283404.2422,0
4914,9678,0,1023,283403761,283404.2432,0
4805,9758,0,1023,283403763,283404.2503,0
4843,9752,0,1023,283403768,283404.2512,0
4743,9825,0,1023,283403771,283404.2591,0
4781,9820,0,1023,283403776,283404.2604,0
4726,9882,0,1023,283403783,283404.2662,0
4681,9936,0,1023,283403791,283404.2744,0
4609,9987,0,1023,283403793,283404.283,0
4647,9982,0,1023,283403798,283404.2841,0
4586,10025,0,1023,283403801,283404.291,0
4624,10020,0,1023,283403806,283404.2923,0
4572,10056,0,1023,283403808,283404.2985,0
4610,10051,0,1023,283403813,283404.2995,0
4565,10079,0,1023,283403816,283404.3026,0
4603,10074,0,1023,283403821,283404.3035,0
4565,10094,0,1023,283403823,283404.3105,0
4603,10089,0,1023,283403828,283404.3115,0
4572,10104,0,1023,283403831,283404.3186,0
4610,10099,0,1023,283403836,283404.3191,0
4587,10104,0,1023,283403838,283404.3262,0
4625,10099,0,1023,283403843,283404.3272,0
4652,10092,0,1023,283403851,283404.3353,0
4692,10073,0,1023,283403858,283404.3423,0
4704,10050,0,1023,283403861,283404.3505,0
4743,10045,0,1023,283403866,283404.3516,0
4767,10010,0,1023,283403868,283404.3582,0
4806,10005,0,1023,283403874,283404.3593,0
4842,9955,0,1023,283403876,283404.3629,0
4881,9950,0,1023,283403881,283404.3642,0
4930,9883,0,1023,283403883,283404.3709,0
4969,9878,0,1023,283403889,283404.3719,0
5034,9795,0,1023,283403891,283404.3788,0
5074,9790,0,1023,283403896,283404.3798,0
5190,9687,0,1023,283403904,283404.3869,0
5313,9567,0,1023,283403911,283404.395,0
5448,9429,0,1023,283403919,283404.4023,0
5552,9279,0,1023,283403921,283404.4111,0
5593,9274,0,1023,283403926,283404.4121,0
5704,9108,0,1023,283403928,283404.4192,0
5745,9103,0,1023,283403934,283404.4202,0
5869,8927,0,1023,283403936,283404.4224,0
5910,8922,0,1023,283403941,283404.4237,0
6040,8732,0,1023,283403943,283404.4305,0
6081,8727,0,1023,283403949,283404.4318,0
6216,8528,0,1023,283403951,283404.4388,0
6258,8523,0,1023,283403956,283404.4398,0
6443,8305,0,1023,283403964,283404.4468,0
6631,8083,0,1023,283403971,283404.455,0
6782,7860,0,1023,283403974,283404.4628,0
6824,7854,0,1023,283403979,283404.4641,0
6979,7627,0,1023,283403981,283404.4711,0
7021,7621,0,1023,283403986,283404.4721,0
7222,7383,0,1023,283403994,283404.4787,0
7381,7148,0,1023,283403996,283404.4824,0
7424,7142,0,1023,283404001,283404.4837,0
7626,6898,0,1023,283404009,283404.4909,0
7787,6660,0,1023,283404011,283404.4983,0
7830,6654,0,1023,283404016,283404.4996,0
7988,6416,0,1023,283404019,283404.5066,0
8031,6410,0,1023,283404024,283404.5076,0
8187,6173,0,1023,283404026,283404.5146,0
8230,6167,0,1023,283404031,283404.5156,0
8427,5926,0,1023,283404039,283404.5231,0
8576,5693,0,1023,283404041,283404.5311,0
8619,5687,0,1023,283404046,283404.5324,0
8762,5459,0,1023,283404049,283404.5384,0
8805,5453,0,1023,283404054,283404.5395,0
8986,5223,0,1023,283404061,283404.5472,0
9119,5005,0,1023,283404064,283404.5505,0
9162,4999,0,1023,283404069,283404.5517,0
9283,4787,0,1023,283404071,283404.5582,0
9326,4782,0,1023,283404076,283404.5592,0
9438,4576,0,1023,283404079,283404.5665,0
9481,4571,0,1023,283404084,283404.5677,0
9589,4370,0,1023,283404086,283404.5745,0
9632,4365,0,1023,283404091,283404.5755,0
9727,4171,0,1023,283404094,283404.5826,0
9770,4166,0,1023,283404099,283404.5835,0
9856,3982,0,1023,283404101,283404.5903,0
9899,3977,0,1023,283404107,283404.5913,0
9976,3800,0,1023,283404109,283404.5992,0
10018,3795,0,1023,283404114,283404.6005,0
10083,3626,0,1023,283404116,283404.607,0
10125,3621,0,1023,283404122,283404.608,0
10181,3463,0,1023,283404124,283404.611,0
10223,3458,0,1023,283404129,283404.612,0
10317,3303,0,1023,283404137,283404.6183,0
10361,3164,0,1023,283404139,283404.6271,0
10403,3159,0,1023,283404144,283404.6281,0
10481,3024,0,1023,283404152,283404.635,0
10510,2904,0,1023,283404154,283404.6429,0
10551,2899,0,1023,283404159,283404.6439,0
10575,2789,0,1023,283404161,283404.6509,0
10616,2784,0,1023,283404167,283404.652,0
10635,2685,0,1023,283404169,283404.6582,0
10676,2680,0,1023,283404174,283404.6592,0
10733,2585,0,1023,283404182,283404.667,0
10743,2505,0,1023,283404184,283404.6708,0
10784,2500,0,1023,283404189,283404.6721,0
10788,2432,0,1023,283404192,283404.6784,0
10829,2427,0,1023,283404197,283404.6794,0
10827,2372,0,1023,283404199,283404.6863,0
10868,2367,0,1023,283404204,283404.6876,0
10863,2324,0,1023,283404207,283404.6948,0
10904,2320,0,1023,283404212,283404.6959,0
10937,2281,0,1023,283404219,283404.7023,0
10969,2250,0,1023,283404227,283404.7103,0
10959,2235,0,1023,283404229,283404.7185,0
11000,2231,0,1023,283404234,283404.7193,0
11031,2220,0,1023,283404242,283404.7266,0
11063,2217,0,1023,283404249,283404.7311,0
11056,2221,0,1023,283404252,283404.7384,0
11097,2217,0,1023,283404257,283404.7397,0
11093,2226,0,1023,283404259,283404.7463,0
11134,2222,0,1023,283404264,283404.7473,0
11134,2236,0,1023,283404267,283404.7543,0
11175,2232,0,1023,283404272,283404.7552,0
11221,2246,0,1023,283404279,283404.763,0
11232,2268,0,1023,283404282,283404.7706,0
11273,2265,0,1023,283404287,283404.7716,0
11294,2288,0,1023,283404289,283404.7787,0
11336,2285,0,1023,283404294,283404.7796,0
11410,2310,0,1023,283404302,283404.7866,0
11452,2344,0,1023,283404304,283404.791,0
11494,2342,0,1023,283404309,283404.7923,0
11546,2381,0,1023,283404312,283404.7985,0
11588,2379,0,1023,283404317,283404.7995,0
11658,2428,0,1023,283404319,283404.8069,0
11701,2427,0,1023,283404324,283404.8078,0
11782,2481,0,1023,283404327,283404.8145,0
11825,2480,0,1023,283404332,283404.8158,0
11921,2543,0,1023,283404334,283404.8231,0
11965,2543,0,1023,283404339,283404.8244,0
12075,2611,0,1023,283404342,283404.8307,0
12119,2612,0,1023,283404347,283404.8316,0
12242,2687,0,1023,283404349,283404.8389,0
12287,2688,0,1023,283404355,283404.8399,0
12465,2773,0,1023,283404362,283404.847,0
12658,2864,0,1023,283404370,283404.8551,0
12845,2954,0,1023,283404372,283404.8584,0
12892,2958,0,1023,283404377,283404.8597,0
13057,3050,0,1023,283404379,283404.867,0
13104,3055,0,1023,283404385,283404.868,0
13275,3147,0,1023,283404387,283404.8749,0
13323,3153,0,1023,283404392,283404.8759,0
13505,3246,0,1023,283404394,283404.8828,0
13554,3253,0,1023,283404400,283404.8838,0
13736,3345,0,1023,283404402,283404.8909,0
13785,3353,0,1023,283404407,283404.8921,0
13976,3443,0,1023,283404409,283404.8991,0
14026,3452,0,1023,283404415,283404.9007,0
14268,3547,0,1023,283404422,283404.9064,0
14465,3628,0,1023,283404425,283404.9144,0
14516,3639,0,1023,283404430,283404.9154,0
14683,3715,0,1023,283404432,283404.9184,0
14735,3727,0,1023,283404437,283404.9189,0
14934,3801,0,1023,283404440,283404.9263,0
14986,3814,0,1023,283404445,283404.9273,0
15186,3883,0,1023,283404447,283404.9348,0
15239,3897,0,1023,283404452,283404.9359,0
15439,3962,0,1023,283404455,283404.9425,0
15492,3977,0,1023,283404460,283404.9435,0
15691,4038,0,1023,283404462,283404.9509,0
15745,4054,0,1023,283404467,283404.9518,0
15995,4127,0,1023,283404475,283404.9582,0
16190,4180,0,1023,283404477,283404.9662,0
16245,4198,0,1023,283404482,283404.9676,0
16435,4247,0,1023,283404485,283404.9742,0
16490,4266,0,1023,283404490,283404.9751,0
16735,4330,0,1023,283404497,283404.9782,0
16970,4392,0,1023,283404505,283404.9872,0
17207,4451,0,1023,283404512,283404.9947,0
17379,4485,0,1023,283404515,283405.0028,0
17435,4508,0,1023,283404520,283405.0041,0
17607,4537,0,1023,283404522,283405.0106,0
17664,4561,0,1023,283404527,283405.0116,0
17828,4588,0,1023,283404530,283405.0189,0
17885,4612,0,1023,283404535,283405.0202,0
18101,4660,0,1023,283404542,283405.027,0
18255,4681,0,1023,283404545,283405.0351,0
18312,4707,0,1023,283404550,283405.036,0
18516,4752,0,1023,283404557,283405.039,0
18715,4793,0,1023,283404565,283405.047,0
18848,4806,0,1023,283404567,283405.0552,0
18906,4834,0,1023,283404572,283405.0564,0
19032,4845,0,1023,283404575,283405.0631,0
19090,4874,0,1023,283404580,283405.0643,0
19204,4882,0,1023,283404582,283405.0712,0
19262,4911,0,1023,283404588,283405.0725,0
19428,4947,0,1023,283404595,283405.0791,0
19528,4949,0,1023,283404597,283405.0869,0
19586,4980,0,1023,283404603,283405.0882,0
19732,5013,0,1023,283404610,283405.0949,0
19810,5011,0,1023,283404612,283405.0987,0
19868,5043,0,1023,283404618,283405.1,0
19936,5039,0,1023,283404620,283405.1069,0
19994,5071,0,1023,283404625,283405.1079,0
20051,5064,0,1023,283404627,283405.115,0
20109,5096,0,1023,283404633,283405.1159,0
20156,5084,0,1023,283404635,283405.1233,0
20215,5117,0,1023,283404640,283405.1242,0
20252,5101,0,1023,283404642,283405.131,0
20311,5134,0,1023,283404648,283405.1323,0
20336,5116,0,1023,283404650,283405.1384,0
20395,5150,0,1023,283404655,283405.1397,0
20409,5130,0,1023,283404657,283405.147,0
20468,5164,0,1023,283404663,283405.1483,0
20472,5137,0,1023,283404665,283405.1542,0
20531,5171,0,1023,283404670,283405.1552,0
20586,5177,0,1023,283404678,283405.1632,0
20575,5143,0,1023,283404680,283405.1669,0
20634,5177,0,1023,283404685,283405.1679,0
20611,5146,0,1023,283404688,283405.1748,0
20670,5180,0,1023,283404693,283405.1758,0
20644,5141,0,1023,283404695,283405.1828,0
20702,5176,0,1023,283404700,283405.1837,0
20722,5180,0,1023,283404708,283405.191,0
20692,5129,0,908,283404710,283405.1991,0
20750,5164,0,908,283404715,283405.2004,0
20707,5124,0,725,283404718,283405.2064,0
20765,5159,0,727,283404723,283405.2077,0
20777,5154,0,545,283404730,283405.2152,0
20777,5154,0,363,283404738,283405.223,0
20719,5119,0,115,283404740,283405.2265,0
20777,5154,0,180,283404745,283405.2278,0
20719,5119,0,0,283404748,283405.2871,0
20777,5154,0,0,283404753,283405.2882,0
20719,5119,0,0,283404755,283405.2905,0
20777,5154,0,0,283404760,283405.2917,0
